id,gebjahr,berufstaetig,arbeitsstd,arztbes,rauch,gro,gew,schulabschluss,schulabschluss_v,schulabschluss_m,hoe_abschluss,hoe_abschluss_v,hoe_abschluss_m,netto,zufr,alter,frau
3149,1970,HAUPTBERUFL.GANZTAGS,40,1,nein,164,69,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",,10,44,weiblich
343,1965,NEBENHER BERUFSTAE.,,5,ja,164,64,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",45,5,49,weiblich
260,1976,HAUPTBERUFL.GANZTAGS,40,2,ja,184,92,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1600,8,38,männlich
680,1966,HAUPTBERUFL.GANZTAGS,50,4,nein,170,65,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",3500,3,48,männlich
2630,1975,HAUPTBERUFL.GANZTAGS,45,1,ja,186,93,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1500,8,39,männlich
166,1974,HAUPTBERUFL.GANZTAGS,40,5,nein,154,70,HOCHSCHULREIFE,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,3000,8,40,weiblich
3423,1946,NICHT ERWERBSTAETIG,,3,nein,164,65,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,10,68,weiblich
1977,1991,HAUPTBERUFL.GANZTAGS,40,2,nein,167,70,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",ANDERER ABSCHLUSS,3000,9,23,weiblich
1086,1942,NICHT ERWERBSTAETIG,,3,ja,164,58,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",550,8,72,weiblich
2143,1965,NEBENHER BERUFSTAE.,,2,ja,165,59,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",450,8,49,weiblich
3206,1961,HAUPTBERUFL.GANZTAGS,35,5,nein,187,104,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",1700,7,53,männlich
2299,1990,NICHT ERWERBSTAETIG,,1,nein,154,54,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,850,8,24,weiblich
205,1951,NICHT ERWERBSTAETIG,,2,ja,178,89,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,2000,9,63,männlich
1814,1942,NICHT ERWERBSTAETIG,,0,ja,168,74,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,"GEWERBL.,LANDW.LEHRE",1100,6,72,weiblich
3084,1985,HAUPTBERUFL.GANZTAGS,40,4,nein,164,51,FACHHOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",649,6,29,weiblich
2600,1990,NICHT ERWERBSTAETIG,,2,nein,179,70,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,1100,8,24,männlich
495,1994,HAUPTBERUFL.GANZTAGS,42,0,nein,177,115,"VOLKS-,HAUPTSCHULE",,,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,790,6,20,männlich
1665,1983,NICHT ERWERBSTAETIG,,3,nein,174,71,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,1900,8,31,weiblich
3200,1976,HAUPTBERUFL.GANZTAGS,45,0,nein,159,62,MITTLERE REIFE,MITTLERE REIFE,FACHHOCHSCHULREIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1384,8,38,weiblich
2015,1934,NICHT ERWERBSTAETIG,,2,nein,158,65,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",500,8,80,weiblich
3022,1960,HAUPTBERUFL.HALBTAGS,30,1,nein,167,75,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,8,54,weiblich
2515,1946,NICHT ERWERBSTAETIG,,1,ja,186,92,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,2000,7,68,männlich
1912,1943,NICHT ERWERBSTAETIG,,3,nein,163,80,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,1500,10,71,weiblich
2170,1941,NICHT ERWERBSTAETIG,,1,nein,165,68,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,712,5,73,weiblich
828,1969,HAUPTBERUFL.GANZTAGS,72,0,ja,185,120,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1300,7,45,männlich
2815,1934,NICHT ERWERBSTAETIG,,2,nein,176,,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",968,9,80,männlich
1297,1986,HAUPTBERUFL.GANZTAGS,30,1,nein,163,53,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,,FACHHOCHSCHULABSCHL.,1600,9,28,weiblich
334,1933,NICHT ERWERBSTAETIG,,0,nein,195,101,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,2000,10,81,männlich
3431,1951,NEBENHER BERUFSTAE.,,2,ja,176,70,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,,6,63,weiblich
3343,1994,NICHT ERWERBSTAETIG,,2,nein,180,83,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULREIFE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",HOCHSCHULABSCHLUSS,,8,20,männlich
2218,1982,HAUPTBERUFL.GANZTAGS,40,1,nein,187,90,HOCHSCHULREIFE,OHNE ABSCHLUSS,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,2200,8,32,männlich
599,1947,NICHT ERWERBSTAETIG,,6,nein,160,84,MITTLERE REIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,KEIN ABSCHLUSS,518,10,67,weiblich
2533,1968,HAUPTBERUFL.GANZTAGS,39,1,nein,173,71,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",4800,7,46,weiblich
935,1980,NICHT ERWERBSTAETIG,,1,ja,163,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,300,8,34,weiblich
1769,1954,HAUPTBERUFL.GANZTAGS,35,3,ja,164,80,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,MITTLERE REIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,218,7,60,weiblich
2648,1953,HAUPTBERUFL.HALBTAGS,20,2,ja,170,55,OHNE ABSCHLUSS,OHNE ABSCHLUSS,OHNE ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,900,7,61,weiblich
2514,1935,NICHT ERWERBSTAETIG,,2,nein,163,73,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,,8,79,weiblich
2374,1982,HAUPTBERUFL.GANZTAGS,38,1,ja,173,55,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,,7,32,männlich
1277,1976,HAUPTBERUFL.HALBTAGS,8,1,nein,177,73,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1300,8,38,männlich
3008,1971,HAUPTBERUFL.GANZTAGS,45,2,ja,176,84,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2400,8,43,männlich
27,1944,NICHT ERWERBSTAETIG,,0,nein,168,82,"VOLKS-,HAUPTSCHULE",,,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,1300,7,70,männlich
2385,1969,HAUPTBERUFL.GANZTAGS,40,0,nein,185,80,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",,"GEWERBL.,LANDW.LEHRE",3000,10,45,männlich
3377,1943,NICHT ERWERBSTAETIG,,1,nein,180,101,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,3600,5,71,männlich
1850,1991,HAUPTBERUFL.GANZTAGS,35,0,ja,178,95,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1450,0,23,männlich
326,1968,NEBENHER BERUFSTAE.,,2,nein,186,90,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,10,46,männlich
3031,1993,HAUPTBERUFL.GANZTAGS,38,0,ja,172,68,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,,6,21,weiblich
1010,1932,NICHT ERWERBSTAETIG,,2,ja,173,92,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",,385,9,82,männlich
220,1962,HAUPTBERUFL.GANZTAGS,55,0,ja,195,90,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1800,7,52,männlich
1199,1957,HAUPTBERUFL.GANZTAGS,45,0,nein,177,115,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,1800,10,57,männlich
2417,1961,HAUPTBERUFL.GANZTAGS,40,3,nein,170,74,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,3200,6,53,weiblich
1237,1966,HAUPTBERUFL.GANZTAGS,50,0,nein,196,90,MITTLERE REIFE,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,LEHRE,KAUFMAENNISCHE LEHRE,"GEWERBL.,LANDW.LEHRE",1650,8,48,männlich
1549,1956,HAUPTBERUFL.GANZTAGS,40,0,nein,178,95,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,2000,9,58,männlich
2166,1950,NICHT ERWERBSTAETIG,,0,nein,168,56,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",230,8,64,weiblich
3432,1975,HAUPTBERUFL.HALBTAGS,16,5,nein,170,62,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,KEIN ABSCHLUSS,200,7,39,weiblich
1670,1988,HAUPTBERUFL.HALBTAGS,25,2,nein,172,78,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER",1580,10,26,männlich
1754,1935,NICHT ERWERBSTAETIG,,6,nein,172,80,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1600,8,79,männlich
2722,1960,HAUPTBERUFL.GANZTAGS,40,1,nein,183,90,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,2800,10,54,männlich
1184,1938,NICHT ERWERBSTAETIG,,0,nein,175,73,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,1000,9,76,männlich
59,1943,HAUPTBERUFL.GANZTAGS,55,0,ja,168,70,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,1200,3,71,männlich
265,1977,HAUPTBERUFL.GANZTAGS,42,1,nein,160,60,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",2000,6,37,weiblich
1206,1981,HAUPTBERUFL.GANZTAGS,42,1,nein,177,91,MITTLERE REIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,ANDERER ABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,1500,8,33,männlich
733,1979,HAUPTBERUFL.GANZTAGS,40,4,nein,175,85,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,8,35,weiblich
1002,1986,HAUPTBERUFL.GANZTAGS,42,1,ja,168,74,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",,8,28,männlich
762,1958,NICHT ERWERBSTAETIG,,2,ja,168,95,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1000,5,56,männlich
1776,1975,HAUPTBERUFL.GANZTAGS,40,1,ja,160,94,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,6,39,weiblich
2162,1984,HAUPTBERUFL.HALBTAGS,30,1,nein,162,75,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1650,8,30,weiblich
3409,1984,HAUPTBERUFL.GANZTAGS,60,1,nein,175,70,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,3000,8,30,männlich
2486,1953,NICHT ERWERBSTAETIG,,0,ja,188,86,"VOLKS-,HAUPTSCHULE",,,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1000,8,61,männlich
1835,1969,HAUPTBERUFL.GANZTAGS,40,2,nein,189,83,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2070,8,45,männlich
1765,1959,HAUPTBERUFL.GANZTAGS,,1,nein,173,75,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,1200,8,55,männlich
2614,1970,NICHT ERWERBSTAETIG,,2,nein,170,68,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1820,7,44,weiblich
2719,1961,HAUPTBERUFL.GANZTAGS,35,2,nein,163,53,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,3000,9,53,weiblich
2717,1943,NICHT ERWERBSTAETIG,,0,nein,173,99,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,7,71,männlich
998,1964,HAUPTBERUFL.GANZTAGS,35,6,nein,180,90,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,4300,10,50,männlich
2102,1967,HAUPTBERUFL.HALBTAGS,35,0,nein,165,72,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1600,8,47,weiblich
968,1965,HAUPTBERUFL.GANZTAGS,38.5,1,nein,178,80,FACHHOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,1300,9,49,männlich
981,1951,NICHT ERWERBSTAETIG,,1,nein,178,90,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1030,6,63,männlich
595,1967,HAUPTBERUFL.GANZTAGS,40,1,nein,163,65,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,7,47,männlich
3196,1939,NICHT ERWERBSTAETIG,,3,nein,183,87,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,7,75,männlich
3225,1945,NICHT ERWERBSTAETIG,,1,nein,177,72,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,,8,69,männlich
1642,1966,HAUPTBERUFL.GANZTAGS,38,1,ja,170,85,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",,8,48,männlich
2359,1953,HAUPTBERUFL.GANZTAGS,39,1,ja,188,84,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,8,61,männlich
503,1979,HAUPTBERUFL.GANZTAGS,60,0,nein,177,66,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,1400,10,35,männlich
2252,1941,NICHT ERWERBSTAETIG,,3,ja,165,48,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,5,73,weiblich
3273,1958,NICHT ERWERBSTAETIG,,10,nein,167,76,"VOLKS-,HAUPTSCHULE",,OHNE ABSCHLUSS,LEHRE,,ANDERER ABSCHLUSS,710,8,56,weiblich
2956,1969,HAUPTBERUFL.GANZTAGS,45,1,ja,168,63,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,7,45,weiblich
3366,1960,HAUPTBERUFL.GANZTAGS,41,1,nein,171,75,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",FACHHOCHSCHULABSCHL.,2250,8,54,weiblich
34,1949,NEBENHER BERUFSTAE.,,2,nein,184,88,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",2000,8,65,männlich
1232,1987,HAUPTBERUFL.HALBTAGS,20,1,nein,186,80,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,,9,27,männlich
267,1960,HAUPTBERUFL.HALBTAGS,30,1,ja,168,84,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1150,7,54,weiblich
3421,1976,HAUPTBERUFL.GANZTAGS,35,1,nein,172,79,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,,8,38,weiblich
1812,1993,NICHT ERWERBSTAETIG,,5,nein,186,90,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,7,21,männlich
1962,1963,NICHT ERWERBSTAETIG,,1,nein,163,78,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1900,8,51,weiblich
581,1955,HAUPTBERUFL.GANZTAGS,38.5,0,nein,175,77,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,,"GEWERBL.,LANDW.LEHRE",3800,9,59,männlich
1684,1927,NICHT ERWERBSTAETIG,,1,nein,176,87,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1200,9,87,männlich
3291,1986,NEBENHER BERUFSTAE.,,1,nein,162,80,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",400,10,28,weiblich
3009,1970,HAUPTBERUFL.GANZTAGS,40,2,ja,178,115,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,,8,44,männlich
3000,1963,HAUPTBERUFL.GANZTAGS,40,2,ja,167,75,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2500,7,51,weiblich
3177,1933,NICHT ERWERBSTAETIG,,2,nein,165,90,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,900,8,81,weiblich
1133,1968,HAUPTBERUFL.GANZTAGS,39,10,nein,171,65,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,1700,10,46,männlich
1964,1940,NICHT ERWERBSTAETIG,,5,ja,180,78,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,5000,3,74,männlich
927,1972,HAUPTBERUFL.GANZTAGS,35,0,ja,180,86,MITTLERE REIFE,HOCHSCHULREIFE,MITTLERE REIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,2950,7,42,männlich
2325,1975,HAUPTBERUFL.GANZTAGS,50,1,nein,181,90,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1400,8,39,weiblich
